"Reference code","Product ID","Product name","Product Combinations ID","Associated categories Ids","Quantity","Pre-tax retail price","Combinations Impact on price (pre-tax)"
"W13023-WSK0501NC12A","9868","Elaine Skirt ""Water and Spirit Buffalo at Moonrise""","8646","56;274","0","149.00","0.00"
"W13023-WSK0501NC12A","9868","Elaine Skirt ""Water and Spirit Buffalo at Moonrise""","8647","56;274","1","149.00","0.00"
"A04015-WSK0501NC14A","9869","Elaine Skirt ""Rebirth""","8648","56;274","1","149.00","0.00"
"A04015-WSK0501NC14A","9869","Elaine Skirt ""Rebirth""","8649","56;274","1","149.00","0.00"
"A04015-WSK0501NC14A","9869","Elaine Skirt ""Rebirth""","8650","56;274","1","149.00","0.00"
"A04015-WSK0501NC14A","9869","Elaine Skirt ""Rebirth""","8651","56;274","1","149.00","0.00"
"A04015-WSK0501NC14A","9869","Elaine Skirt ""Rebirth""","8652","56;274","1","149.00","0.00"
"A20055-WSK0501NCOYA","9870","Elaine Skirt ""Refuge""","8653","56;274","0","149.00","0.00"
"A20055-WSK0501NCOYA","9870","Elaine Skirt ""Refuge""","8654","56;274","2","149.00","0.00"
"A20055-WSK0501NCOYA","9870","Elaine Skirt ""Refuge""","8655","56;274","1","149.00","0.00"
"A20055-WSK0501NCOYA","9870","Elaine Skirt ""Refuge""","8656","56;274","1","149.00","0.00"
"A20055-WSK0501NCOYA","9870","Elaine Skirt ""Refuge""","8657","56;274","1","149.00","0.00"
"A04015-WSS1201NC14A","9893","Sylvie Tunic ""Rebirth""","8658","2;56;261","1","139.00","0.00"
"A04015-WSS1201NC14A","9893","Sylvie Tunic ""Rebirth""","8659","2;56;261","1","139.00","0.00"
"A04015-WSS1201NC14A","9893","Sylvie Tunic ""Rebirth""","8660","2;56;261","0","139.00","0.00"
"A04015-WSS1201NC14A","9893","Sylvie Tunic ""Rebirth""","8661","2;56;261","1","139.00","0.00"
"A04015-WSS1201NC14A","9893","Sylvie Tunic ""Rebirth""","8662","2;56;261","1","139.00","0.00"
"A04015-WNS0901NC14A","9895","Tilda Tank ""Rebirth""","8668","56;281","1","79.00","0.00"
"A04015-WNS0901NC14A","9895","Tilda Tank ""Rebirth""","8669","56;281","0","79.00","0.00"
"A04015-WNS0901NC14A","9895","Tilda Tank ""Rebirth""","8670","56;281","0","79.00","0.00"
"A04015-WNS0901NC14A","9895","Tilda Tank ""Rebirth""","8671","56;281","0","79.00","0.00"
"A04015-WNS0901NC14A","9895","Tilda Tank ""Rebirth""","8672","56;281","1","79.00","0.00"
"A18019-WBL0301NC13A","9896","Frida Cardigan ""Unity""","8673","2;56;259","0","129.00","0.00"
"A18019-WBL0301NC13A","9896","Frida Cardigan ""Unity""","8674","2;56;259","1","129.00","0.00"
"A18019-WBL0301NC13A","9896","Frida Cardigan ""Unity""","8675","2;56;259","1","129.00","0.00"
"A18019-WBL0301NC13A","9896","Frida Cardigan ""Unity""","8676","2;56;259","1","129.00","0.00"
"A18019-WBL0301NC13A","9896","Frida Cardigan ""Unity""","8677","2;56;259","0","129.00","0.00"
"A08019-WDR4501NC13A","9898","Olivia Dress ""Unity""","8678","56;258","2","159.00","0.00"
"A08019-WDR4501NC13A","9898","Olivia Dress ""Unity""","8679","56;258","2","159.00","0.00"
"A08019-WDR4501NC13A","9898","Olivia Dress ""Unity""","8680","56;258","0","159.00","0.00"
"A08019-WDR4501NC13A","9898","Olivia Dress ""Unity""","8681","56;258","0","159.00","0.00"
"A08019-WDR4501NC13A","9898","Olivia Dress ""Unity""","8682","56;258","1","159.00","0.00"
"W13023-WNS1201NC11A","9899","Tamara Top ""Spirit and Water Buffalo at Sunset""","8683","2;56;261","1","129.00","0.00"
"W13023-WNS1201NC11A","9899","Tamara Top ""Spirit and Water Buffalo at Sunset""","8684","2;56;261","1","129.00","0.00"
"W13023-WNS1201NC11A","9899","Tamara Top ""Spirit and Water Buffalo at Sunset""","8685","2;56;261","0","129.00","0.00"
"W13023-WNS1201NC11A","9899","Tamara Top ""Spirit and Water Buffalo at Sunset""","8686","2;56;261","0","129.00","0.00"
"W13023-WNS1201NC11A","9899","Tamara Top ""Spirit and Water Buffalo at Sunset""","8687","2;56;261","1","129.00","0.00"
"W13023-WNS1201NC12A","9900","Tamara Top ""Spirit and Water Buffalo at Moonrise""","8688","2;56;261","1","129.00","0.00"
"W13023-WNS1201NC12A","9900","Tamara Top ""Spirit and Water Buffalo at Moonrise""","8689","2;56;261","2","129.00","0.00"
"W13023-WNS1201NC12A","9900","Tamara Top ""Spirit and Water Buffalo at Moonrise""","8690","2;56;261","0","129.00","0.00"
"W13023-WNS1201NC12A","9900","Tamara Top ""Spirit and Water Buffalo at Moonrise""","8691","2;56;261","0","129.00","0.00"
"W13023-WNS1201NC12A","9900","Tamara Top ""Spirit and Water Buffalo at Moonrise""","8692","2;56;261","1","129.00","0.00"
"A08019-WNS1201NC13A","9901","Tamara Top ""Unity""","8693","2;56;261","0","129.00","0.00"
"A08019-WNS1201NC13A","9901","Tamara Top ""Unity""","8694","2;56;261","1","129.00","0.00"
"A08019-WNS1201NC13A","9901","Tamara Top ""Unity""","8695","2;56;261","1","129.00","0.00"
"A08019-WNS1201NC13A","9901","Tamara Top ""Unity""","8696","2;56;261","0","129.00","0.00"
"A08019-WNS1201NC13A","9901","Tamara Top ""Unity""","8697","2;56;261","0","129.00","0.00"
"A04015-WBL1401NC14A","9903","Elani Kimono ""Rebirth""","8700","56;283;401","2","149.00","0.00"
"W13023-WSS1801NC12A","9906","Julie Drape ""Spirit and Water Buffalo at Moonrise""","8708","2;56;261","1","79.00","0.00"
"W13023-WSS1801NC12A","9906","Julie Drape ""Spirit and Water Buffalo at Moonrise""","8709","2;56;261","1","79.00","0.00"
"W13023-WSS1801NC12A","9906","Julie Drape ""Spirit and Water Buffalo at Moonrise""","8710","2;56;261","0","79.00","0.00"
"W13023-WSS1801NC12A","9906","Julie Drape ""Spirit and Water Buffalo at Moonrise""","8711","2;56;261","0","79.00","0.00"
"W13023-WSS1801NC12A","9906","Julie Drape ""Spirit and Water Buffalo at Moonrise""","8712","2;56;261","1","79.00","0.00"
"A04015-WDR4701NC14A","9908","Lea Dress ""Rebirth""","8718","56;258","1","149.00","0.00"
"A04015-WDR4701NC14A","9908","Lea Dress ""Rebirth""","8719","56;258","1","149.00","0.00"
"A04015-WDR4701NC14A","9908","Lea Dress ""Rebirth""","8720","56;258","0","149.00","0.00"
"A04015-WDR4701NC14A","9908","Lea Dress ""Rebirth""","8721","56;258","0","149.00","0.00"
"A04015-WDR4701NC14A","9908","Lea Dress ""Rebirth""","8722","56;258","0","149.00","0.00"
"A04015-WDR4901NC14A","9909","Carrie Dress ""Rebirth""","8723","56;258","0","149.00","0.00"
"A04015-WDR4901NC14A","9909","Carrie Dress ""Rebirth""","8724","56;258","1","149.00","0.00"
"A04015-WDR4901NC14A","9909","Carrie Dress ""Rebirth""","8725","56;258","1","149.00","0.00"
"A04015-WDR4901NC14A","9909","Carrie Dress ""Rebirth""","8726","56;258","0","149.00","0.00"
"A04015-WDR4901NC14A","9909","Carrie Dress ""Rebirth""","8727","56;258","0","149.00","0.00"
"A04015-WLS2801NC14A","9911","Eden Tunic ""Rebirth""","8733","2;56;261","0","139.00","0.00"
"A04015-WLS2801NC14A","9911","Eden Tunic ""Rebirth""","8734","2;56;261","1","139.00","0.00"
"A04015-WLS2801NC14A","9911","Eden Tunic ""Rebirth""","8735","2;56;261","1","139.00","0.00"
"A04015-WLS2801NC14A","9911","Eden Tunic ""Rebirth""","8736","2;56;261","0","139.00","0.00"
"A04015-WLS2801NC14A","9911","Eden Tunic ""Rebirth""","8737","2;56;261","0","139.00","0.00"
"A10004-WSK0501NC01A","9922","Elaine Skirt ""Merging Earth and Sky""","8743","56;274","2","149.00","0.00"
"A10004-WSK0501NC01A","9922","Elaine Skirt ""Merging Earth and Sky""","8744","56;274","2","149.00","0.00"
"A10004-WSK0501NC01A","9922","Elaine Skirt ""Merging Earth and Sky""","8745","56;274","1","149.00","0.00"
"A10004-WSK0501NC01A","9922","Elaine Skirt ""Merging Earth and Sky""","8746","56;274","1","149.00","0.00"
"A10004-WSK0501NC01A","9922","Elaine Skirt ""Merging Earth and Sky""","8747","56;274","1","149.00","0.00"
"A16058-WDR3801NC04A","10394","Felicia ""Silent Seekers""","9095","56;258","1","149.00","0.00"
"A16058-WDR3801NC04A","10394","Felicia ""Silent Seekers""","9096","56;258","0","149.00","0.00"
"A16058-WDR3801NC04A","10394","Felicia ""Silent Seekers""","9097","56;258","0","149.00","0.00"
"A16058-WDR3801NC04A","10394","Felicia ""Silent Seekers""","9098","56;258","1","149.00","0.00"
"A16058-WDR3801NC04A","10394","Felicia ""Silent Seekers""","9099","56;258","1","149.00","0.00"
"W12005-WAC0601NC0IA","10409","Claudia Shawl ""Wisdom Keepers""","","56;306","2","109.00","0.00"
"A16058-WLS2001NC04A","11079","Mia Turtleneck ""Silent Seekers"" Plus Size","9140","56;285","1","149.00","0.00"
"A16058-WLS2001NC04A","11079","Mia Turtleneck ""Silent Seekers"" Plus Size","9141","56;285","2","149.00","0.00"
"A16058-WLS2001NC04A","11079","Mia Turtleneck ""Silent Seekers"" Plus Size","9142","56;285","0","149.00","0.00"
"W13023-WLS1701NC12A","11085","Mia Turtleneck ""Water and Spirit Buffalo at Moonrise""","9143","56;285","1","149.00","0.00"
"W13023-WLS1701NC12A","11085","Mia Turtleneck ""Water and Spirit Buffalo at Moonrise""","9144","56;285","0","149.00","0.00"
"W13023-WLS1701NC12A","11085","Mia Turtleneck ""Water and Spirit Buffalo at Moonrise""","9145","56;285","0","149.00","0.00"
"W13023-WLS1701NC12A","11085","Mia Turtleneck ""Water and Spirit Buffalo at Moonrise""","9146","56;285","0","149.00","0.00"
"W13023-WLS1701NC12A","11085","Mia Turtleneck ""Water and Spirit Buffalo at Moonrise""","9147","56;285","1","149.00","0.00"
"A17065-WSK0501NC15A","11089","Elaine Skirt ""Forest Temple""","9163","56;274","2","149.00","0.00"
"A17065-WSK0501NC15A","11089","Elaine Skirt ""Forest Temple""","9164","56;274","1","149.00","0.00"
"A17065-WSK0501NC15A","11089","Elaine Skirt ""Forest Temple""","9165","56;274","1","149.00","0.00"
"A17065-WSK0501NC15A","11089","Elaine Skirt ""Forest Temple""","9166","56;274","1","149.00","0.00"
"A17065-WSK0501NC15A","11089","Elaine Skirt ""Forest Temple""","9167","56;274","1","149.00","0.00"
"A01036-WSK0501NC0ZA","11090","Elaine Skirt ""Teachings""","9168","56;274","2","149.00","0.00"
"A01036-WSK0501NC0ZA","11090","Elaine Skirt ""Teachings""","9169","56;274","1","149.00","0.00"
"A01036-WSK0501NC0ZA","11090","Elaine Skirt ""Teachings""","9170","56;274","1","149.00","0.00"
"A01036-WSK0501NC0ZA","11090","Elaine Skirt ""Teachings""","9171","56;274","0","149.00","0.00"
"A01036-WSK0501NC0ZA","11090","Elaine Skirt ""Teachings""","9172","56;274","2","149.00","0.00"
"A17065-MSS0701NC15A","11091","Salvadore Tee for Men ""Forest Temple""","9173","2;56;282","1","89.00","0.00"
"A17065-MSS0701NC15A","11091","Salvadore Tee for Men ""Forest Temple""","9174","2;56;282","0","89.00","0.00"
"A17065-MSS0701NC15A","11091","Salvadore Tee for Men ""Forest Temple""","9175","2;56;282","0","89.00","0.00"
"A17065-MSS0701NC15A","11091","Salvadore Tee for Men ""Forest Temple""","9176","2;56;282","0","89.00","0.00"
"A17065-MSS0701NC15A","11091","Salvadore Tee for Men ""Forest Temple""","9177","2;56;282","1","89.00","0.00"
"A01036-MSS0701NC0ZA","11092","Salvadore Tee for Men ""Teachings""","9178","2;56;282","1","89.00","0.00"
"A01036-MSS0701NC0ZA","11092","Salvadore Tee for Men ""Teachings""","9179","2;56;282","1","89.00","0.00"
"A01036-MSS0701NC0ZA","11092","Salvadore Tee for Men ""Teachings""","9180","2;56;282","0","89.00","0.00"
"A01036-MSS0701NC0ZA","11092","Salvadore Tee for Men ""Teachings""","9181","2;56;282","1","89.00","0.00"
"A01036-MSS0701NC0ZA","11092","Salvadore Tee for Men ""Teachings""","9182","2;56;282","1","89.00","0.00"
"A14051-WPA1201NC0TA","12067","Serena Legging ""Gezaluwejit""","9354","56;273;402","2","169.00","0.00"
"A14051-WPA1201NC0TA","12067","Serena Legging ""Gezaluwejit""","9355","56;273;402","0","169.00","0.00"
"A14051-WPA1201NC0TA","12067","Serena Legging ""Gezaluwejit""","9356","56;273;402","2","169.00","0.00"
"A14051-WPA1201NC0TA","12067","Serena Legging ""Gezaluwejit""","9357","56;273;402","2","169.00","0.00"
"A14051-WPA1201NC0TA","12067","Serena Legging ""Gezaluwejit""","9358","56;273;402","2","169.00","0.00"
"A16058-WPA1201NC04A","12068","Serena Legging ""Silent Seekers""","9359","56;273;402","1","169.00","0.00"
"A16058-WPA1201NC04A","12068","Serena Legging ""Silent Seekers""","9360","56;273;402","0","169.00","0.00"
"A16058-WPA1201NC04A","12068","Serena Legging ""Silent Seekers""","9361","56;273;402","1","169.00","0.00"
"A16058-WPA1201NC04A","12068","Serena Legging ""Silent Seekers""","9362","56;273;402","1","169.00","0.00"
"A16058-WPA1201NC04A","12068","Serena Legging ""Silent Seekers""","9363","56;273;402","3","169.00","0.00"
"A17063-WPA1201NC02B","12070","Serena Legging ""Depth""","9369","56;273;402","0","169.00","0.00"
"A17063-WPA1201NC02B","12070","Serena Legging ""Depth""","9370","56;273;402","1","169.00","0.00"
"A17063-WPA1201NC02B","12070","Serena Legging ""Depth""","9371","56;273;402","1","169.00","0.00"
"A17063-WPA1201NC02B","12070","Serena Legging ""Depth""","9372","56;273;402","1","169.00","0.00"
"A17063-WPA1201NC02B","12070","Serena Legging ""Depth""","9373","56;273;402","1","169.00","0.00"
"W13047-WPA1201NC17A","12071","Serena Legging ""Inner Memories""","9374","56;273;402","2","169.00","0.00"
"W13047-WPA1201NC17A","12071","Serena Legging ""Inner Memories""","9375","56;273;402","0","169.00","0.00"
"W13047-WPA1201NC17A","12071","Serena Legging ""Inner Memories""","9376","56;273;402","2","169.00","0.00"
"W13047-WPA1201NC17A","12071","Serena Legging ""Inner Memories""","9377","56;273;402","1","169.00","0.00"
"W13047-WPA1201NC17A","12071","Serena Legging ""Inner Memories""","9378","56;273;402","0","169.00","0.00"
"W12018-WPA1201NC0DA","12072","Serena Legging ""Early Evening Flowing into Fall""","9379","56;273;402","0","169.00","0.00"
"W12018-WPA1201NC0DA","12072","Serena Legging ""Early Evening Flowing into Fall""","9380","56;273;402","1","169.00","0.00"
"W12018-WPA1201NC0DA","12072","Serena Legging ""Early Evening Flowing into Fall""","9381","56;273;402","1","169.00","0.00"
"W12018-WPA1201NC0DA","12072","Serena Legging ""Early Evening Flowing into Fall""","9382","56;273;402","0","169.00","0.00"
"W12018-WPA1201NC0DA","12072","Serena Legging ""Early Evening Flowing into Fall""","9383","56;273;402","1","169.00","0.00"
"W160523-WPA1201NC0BB","12073","Serena Legging ""Zenith""","9384","56;273;402","1","169.00","0.00"
"W160523-WPA1201NC0BB","12073","Serena Legging ""Zenith""","9385","56;273;402","1","169.00","0.00"
"W160523-WPA1201NC0BB","12073","Serena Legging ""Zenith""","9386","56;273;402","1","169.00","0.00"
"W160523-WPA1201NC0BB","12073","Serena Legging ""Zenith""","9387","56;273;402","0","169.00","0.00"
"W160523-WPA1201NC0BB","12073","Serena Legging ""Zenith""","9388","56;273;402","0","169.00","0.00"
"A17065-WNS1101NC0CB","12074","Florence Tank ""The Forest Temple""","9389","56;281","0","79.00","0.00"
"A17065-WNS1101NC0CB","12074","Florence Tank ""The Forest Temple""","9390","56;281","0","79.00","0.00"
"A17065-WNS1101NC0CB","12074","Florence Tank ""The Forest Temple""","9391","56;281","2","79.00","0.00"
"A17065-WNS1101NC0CB","12074","Florence Tank ""The Forest Temple""","9392","56;281","0","79.00","0.00"
"A17065-WNS1101NC0CB","12074","Florence Tank ""The Forest Temple""","9393","56;281","0","79.00","0.00"
"W13047-WNS1101NC17A","12075","Florence Tank ""Inner Memories""","9394","56;281;402","1","79.00","0.00"
"W13047-WNS1101NC17A","12075","Florence Tank ""Inner Memories""","9395","56;281;402","1","79.00","0.00"
"W13047-WNS1101NC17A","12075","Florence Tank ""Inner Memories""","9396","56;281;402","0","79.00","0.00"
"W13047-WNS1101NC17A","12075","Florence Tank ""Inner Memories""","9397","56;281;402","2","79.00","0.00"
"W13047-WNS1101NC17A","12075","Florence Tank ""Inner Memories""","9398","56;281;402","0","79.00","0.00"
"A16052-WNS1001NC0BA","12076","Venus Active Support Top ""Zenith""","9399","56;281;402","0","109.00","0.00"
"A16052-WNS1001NC0BA","12076","Venus Active Support Top ""Zenith""","9400","56;281;402","1","109.00","0.00"
"A16052-WNS1001NC0BA","12076","Venus Active Support Top ""Zenith""","9401","56;281;402","0","109.00","0.00"
"A16052-WNS1001NC0BA","12076","Venus Active Support Top ""Zenith""","9402","56;281;402","1","109.00","0.00"
"A16052-WNS1001NC0BA","12076","Venus Active Support Top ""Zenith""","9403","56;281;402","0","109.00","0.00"
"A16058-WNS1001NC04A","12077","Venus Active Support Top ""Silent Seekers""","9404","56;281;402","1","109.00","0.00"
"A16058-WNS1001NC04A","12077","Venus Active Support Top ""Silent Seekers""","9405","56;281;402","0","109.00","0.00"
"A16058-WNS1001NC04A","12077","Venus Active Support Top ""Silent Seekers""","9406","56;281;402","1","109.00","0.00"
"A16058-WNS1001NC04A","12077","Venus Active Support Top ""Silent Seekers""","9407","56;281;402","1","109.00","0.00"
"A16058-WNS1001NC04A","12077","Venus Active Support Top ""Silent Seekers""","9408","56;281;402","1","109.00","0.00"
"W13047-WPA0901NC17A","12081","Sandrine ""Inner Memories""","9409","56;260","1","149.00","0.00"
"W13047-WPA0901NC17A","12081","Sandrine ""Inner Memories""","9410","56;260","1","149.00","0.00"
"W13047-WPA0901NC17A","12081","Sandrine ""Inner Memories""","9411","56;260","1","149.00","0.00"
"W13047-WPA0901NC17A","12081","Sandrine ""Inner Memories""","9412","56;260","0","149.00","0.00"
"W13047-WPA0901NC17A","12081","Sandrine ""Inner Memories""","9413","56;260","0","149.00","0.00"
"W13047-WDR4301NC17A","12085","Sophia ""Inner Memories""","9424","56;258","1","179.00","0.00"
"W13047-WDR4301NC17A","12085","Sophia ""Inner Memories""","9425","56;258","1","179.00","0.00"
"W13047-WDR4301NC17A","12085","Sophia ""Inner Memories""","9426","56;258","1","179.00","0.00"
"W13047-WDR4301NC17A","12085","Sophia ""Inner Memories""","9427","56;258","0","179.00","0.00"
"W13047-WDR4301NC17A","12085","Sophia ""Inner Memories""","9428","56;258","0","179.00","0.00"
"W12018-WDR4301NC0DA","12087","Sophia ""Early Evening Flowing into Fall""","9429","56;258","0","179.00","0.00"
"W12018-WDR4301NC0DA","12087","Sophia ""Early Evening Flowing into Fall""","9430","56;258","0","179.00","0.00"
"W12018-WDR4301NC0DA","12087","Sophia ""Early Evening Flowing into Fall""","9431","56;258","0","179.00","0.00"
"W12018-WDR4301NC0DA","12087","Sophia ""Early Evening Flowing into Fall""","9432","56;258","1","179.00","0.00"
"W12018-WDR4301NC0DA","12087","Sophia ""Early Evening Flowing into Fall""","9433","56;258","1","179.00","0.00"
"W11065-WDR4301NC0CA","12088","Sophia ""The Forest Temple""","9434","56;258","1","179.00","0.00"
"W11065-WDR4301NC0CA","12088","Sophia ""The Forest Temple""","9435","56;258","1","179.00","0.00"
"W11065-WDR4301NC0CA","12088","Sophia ""The Forest Temple""","9436","56;258","1","179.00","0.00"
"W11065-WDR4301NC0CA","12088","Sophia ""The Forest Temple""","9437","56;258","0","179.00","0.00"
"W11065-WDR4301NC0CA","12088","Sophia ""The Forest Temple""","9438","56;258","0","179.00","0.00"
"W16052-WDR4301NC0BA","12089","Sophia ""Zenith""","9439","56;258","1","179.00","0.00"
"W16052-WDR4301NC0BA","12089","Sophia ""Zenith""","9440","56;258","0","179.00","0.00"
"W16052-WDR4301NC0BA","12089","Sophia ""Zenith""","9441","56;258","1","179.00","0.00"
"W16052-WDR4301NC0BA","12089","Sophia ""Zenith""","9442","56;258","0","179.00","0.00"
"W16052-WDR4301NC0BA","12089","Sophia ""Zenith""","9443","56;258","0","179.00","0.00"
"W12005-WDR4301NC0WA","12090","Sophia ""Earth Keeper""","9444","56;258","1","179.00","0.00"
"W12005-WDR4301NC0WA","12090","Sophia ""Earth Keeper""","9445","56;258","0","179.00","0.00"
"W12005-WDR4301NC0WA","12090","Sophia ""Earth Keeper""","9446","56;258","0","179.00","0.00"
"W12005-WDR4301NC0WA","12090","Sophia ""Earth Keeper""","9447","56;258","0","179.00","0.00"
"W12005-WDR4301NC0WA","12090","Sophia ""Earth Keeper""","9448","56;258","1","179.00","0.00"
"W13047-WDR5301NC17B","12098","Victoire ""Inner Memories""","9449","56;258","1","159.00","0.00"
"W13047-WDR5301NC17B","12098","Victoire ""Inner Memories""","9450","56;258","1","159.00","0.00"
"W13047-WDR5301NC17B","12098","Victoire ""Inner Memories""","9451","56;258","1","159.00","0.00"
"W13047-WDR5301NC17B","12098","Victoire ""Inner Memories""","9452","56;258","0","159.00","0.00"
"W13047-WDR5301NC17B","12098","Victoire ""Inner Memories""","9453","56;258","0","159.00","0.00"
"W13041-WDR5301NC0EB","12101","Victoire ""Lapinx""","9454","56;258","0","159.00","0.00"
"W13041-WDR5301NC0EB","12101","Victoire ""Lapinx""","9455","56;258","1","159.00","0.00"
"W13041-WDR5301NC0EB","12101","Victoire ""Lapinx""","9456","56;258","0","159.00","0.00"
"W13041-WDR5301NC0EB","12101","Victoire ""Lapinx""","9457","56;258","1","159.00","0.00"
"W13041-WDR5301NC0EB","12101","Victoire ""Lapinx""","9458","56;258","0","159.00","0.00"
"W17063-WDR5301NC02A","12102","Victoire ""Depth""","9459","56;258","0","159.00","0.00"
"W17063-WDR5301NC02A","12102","Victoire ""Depth""","9460","56;258","1","159.00","0.00"
"W17063-WDR5301NC02A","12102","Victoire ""Depth""","9461","56;258","1","159.00","0.00"
"W17063-WDR5301NC02A","12102","Victoire ""Depth""","9462","56;258","0","159.00","0.00"
"W17063-WDR5301NC02A","12102","Victoire ""Depth""","9463","56;258","1","159.00","0.00"
"W16052-WDR5301NC0BA","12103","Victoire ""Zenith""","9464","56;258","0","159.00","0.00"
"W16052-WDR5301NC0BA","12103","Victoire ""Zenith""","9465","56;258","1","159.00","0.00"
"W16052-WDR5301NC0BA","12103","Victoire ""Zenith""","9466","56;258","0","159.00","0.00"
"W16052-WDR5301NC0BA","12103","Victoire ""Zenith""","9467","56;258","1","159.00","0.00"
"W16052-WDR5301NC0BA","12103","Victoire ""Zenith""","9468","56;258","0","159.00","0.00"
"W10004-WDR5301NC01A","12104","Victoire ""Merging Earth and Sky""","9469","56;258","1","159.00","0.00"
"W10004-WDR5301NC01A","12104","Victoire ""Merging Earth and Sky""","9470","56;258","1","159.00","0.00"
"W10004-WDR5301NC01A","12104","Victoire ""Merging Earth and Sky""","9471","56;258","0","159.00","0.00"
"W10004-WDR5301NC01A","12104","Victoire ""Merging Earth and Sky""","9472","56;258","0","159.00","0.00"
"W10004-WDR5301NC01A","12104","Victoire ""Merging Earth and Sky""","9473","56;258","0","159.00","0.00"
"A17063-WBL1101NC02A","12106","Nikki Cardigan ""Depth""","9474","56;259","0","159.00","0.00"
"A17063-WBL1101NC02A","12106","Nikki Cardigan ""Depth""","9475","56;259","0","159.00","0.00"
"A17063-WBL1101NC02A","12106","Nikki Cardigan ""Depth""","9476","56;259","1","159.00","0.00"
"A17063-WBL1101NC02A","12106","Nikki Cardigan ""Depth""","9477","56;259","0","159.00","0.00"
"A17063-WBL1101NC02A","12106","Nikki Cardigan ""Depth""","9478","56;259","1","159.00","0.00"
"A16058-WBL1101NC04A","12107","Nikki Cardigan ""Silent Seekers""","9479","56;259","1","159.00","0.00"
"A16058-WBL1101NC04A","12107","Nikki Cardigan ""Silent Seekers""","9480","56;259","1","159.00","0.00"
"A16058-WBL1101NC04A","12107","Nikki Cardigan ""Silent Seekers""","9481","56;259","0","159.00","0.00"
"A16058-WBL1101NC04A","12107","Nikki Cardigan ""Silent Seekers""","9482","56;259","0","159.00","0.00"
"A16058-WBL1101NC04A","12107","Nikki Cardigan ""Silent Seekers""","9483","56;259","1","159.00","0.00"
"A16058-WSK0501NC04A","12139","Elaine Skirt ""Silent Seekers""","9492","56;274","1","149.00","0.00"
"A16058-WSK0501NC04A","12139","Elaine Skirt ""Silent Seekers""","9493","56;274","1","149.00","0.00"
"A16058-WSK0501NC04A","12139","Elaine Skirt ""Silent Seekers""","9494","56;274","1","149.00","0.00"
"A16058-WSK0501NC04A","12139","Elaine Skirt ""Silent Seekers""","9495","56;274","1","149.00","0.00"
"A16058-WSK0501NC04A","12139","Elaine Skirt ""Silent Seekers""","9496","56;274","1","149.00","0.00"
"W12005-WDR4401NC0WA","12188","Sophia ""Earth Keeper"" Plus Size","9517","56;258","1","179.00","0.00"
"W12005-WDR4401NC0WA","12188","Sophia ""Earth Keeper"" Plus Size","9518","56;258","1","179.00","0.00"
"W12005-WDR4401NC0WA","12188","Sophia ""Earth Keeper"" Plus Size","9519","56;258","1","179.00","0.00"
"A16058-WLS1801NC04A","12194","Patti Tunic II ""Silent Seekers"" Plus Size","9525","2;56;261","2","119.00","0.00"
"A16058-WLS1801NC04A","12194","Patti Tunic II ""Silent Seekers"" Plus Size","9526","2;56;261","1","119.00","0.00"
"A16058-WLS1801NC04A","12194","Patti Tunic II ""Silent Seekers"" Plus Size","9527","2;56;261","1","119.00","0.00"
"PONHAR","13085","Poncho ""Harfang""","9843","2;56;387;388","3","65.00","0.00"
"PONHAR","13085","Poncho ""Harfang""","9844","2;56;387;388","0","65.00","0.00"
"CURS","13092","Shawl ""Currant""","","2;56;306","2","134.00","0.00"
"A16058-UAC1101NC04A","13112","Alice Neck Warmer ""Silent Seekers""","","56;257","2","59.00","0.00"
"A07020-WSS0901NC0AA","14175","K Smith T-Shirt ""Journey to the Spirit World""","10379","2;56;282","1","89.00","0.00"
"A07020-WSS0901NC0AA","14175","K Smith T-Shirt ""Journey to the Spirit World""","10380","2;56;282","1","89.00","0.00"
"A07020-WSS0901NC0AA","14175","K Smith T-Shirt ""Journey to the Spirit World""","10381","2;56;282","1","89.00","0.00"
"A07020-WSS0901NC0AA","14175","K Smith T-Shirt ""Journey to the Spirit World""","10382","2;56;282","1","89.00","0.00"
"A07020-WSS0901NC0AA","14175","K Smith T-Shirt ""Journey to the Spirit World""","10383","2;56;282","1","89.00","0.00"
