"Reference code","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Product Combinations ID","Product ID"
"A01028-2","Édition Ltée - Rendre Grâce : Options d'encadrement - Cadre rustique noir 1"";Édition Ltée - Rendre Grâce : Options d'encadrement - Cadre rustique brun 1"";Édition Ltée - Rendre Grâce : Options d'encadrement - Cadre rustique gris 1"";Édition Ltée - Rendre Grâce : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11340;11341;11342;11343","15298"
"A13042-6","","0","10.87","25.00","","15299"
"A09010-6","","0","10.87","25.00","","15300"
"A10046-6","","0","10.87","25.00","","15301"
"A01035-6","","0","10.87","25.00","","15302"
"A09010-7","","0","2.50","5.50","","15303"
"POD2582magnets","","0","2.75","6.50","","15484"
"POD2579magnets","","0","2.75","6.50","","15485"
"POD2574magnets","","0","2.75","6.50","","15486"
"POD2569magnets","","0","2.75","6.50","","15487"
"POD2566magnets","","0","2.75","6.50","","15488"
"POD2556magnets","","0","2.75","6.50","","15489"
"POD2554magnets","","0","2.75","6.50","","15490"
"POD2550magnets","","0","2.75","6.50","","15491"
"POD2555magnets","","0","2.75","6.50","","15492"
"POD2558magnets","","0","2.75","6.50","","15493"
"CALENDAR1302025","","0","9.50","22.00","","15869"
"A12050-POD2559","","0","7.50","20.00","","16450"
"A01003-POD2565","","0","7.50","20.00","","16451"
"A10044-POD2572","","0","7.50","20.00","","16452"
"W12018-POD2551C","","0","17.00","40.00","","16454"
"A01033-POD2581C","","0","17.00","40.00","","16457"
"A10044-POD2572C","","0","17.00","40.00","","16458"
"W12008-POD2581C","","0","17.00","40.00","","16460"
"A01003-POD2565","","0","7.50","20.00","","16462"
"A10012-POD2565","","0","7.50","20.00","","16463"
"W13026-20079C","","0","17.00","40.00","","16504"
"1-COLORX3","","0","0.00","1.80","","16525"
"POD2884magnets","","0","2.75","6.50","","16530"
"POD2551magnets","","0","2.75","6.50","","16531"
"POD2571magnets","","0","2.75","6.50","","16532"
"POD20079magnets","","0","2.75","6.50","","16682"
"POD105832magnets","","0","2.75","6.50","","16683"
"POD2552C","","0","17.00","40.00","","16684"
"POD2577C","","0","17.00","40.00","","16685"
